ID,Brand,Category,Model Name,Reference No.,Price (USD),Currency,Release Date,Gender,Case Material,Case Diameter (mm),Case Thickness (mm),Dial Color,Strap Material,Strap Color,Water Resistance (m),Crystal Type,Movement Type,Power Reserve (hours),Complications,Availability,Warranty (Years),Country of Origin
137,Longines,Dress,Master Collection,LO28253,10262.13,USD,03/11/2020,Men's,Resin,38.8,10.1,Red,Rubber,Green,30,Sapphire,Automatic,40,Chronograph,Out of Stock,1,Switzerland
138,Tissot,Classic,Le Locle,TI91924,4993.34,USD,03/03/2023,Unisex,Bioceramic,43.6,8.4,Black,Leather,Red,200,Sapphire,Automatic,80,GMT,In Stock,2,Switzerland
139,Swatch,Fashion,MoonSwatch,SW28224,6331.95,USD,09/04/2022,Men's,Bioceramic,32.8,8.5,Blue,Silicone,Brown,300,Plastic,Quartz,70,GMT,Limited Stock,3,Switzerland
140,Casio,Digital,G-Shock,CA66163,3650.05,USD,02/10/2023,Women's,Ceramic,35.5,10.1,Blue,Mesh Steel,Red,100,Hardlex,Digital,0,World Time,Out of Stock,4,Japan
141,Rolex,Luxury,Oyster Perpetual,RO44577,12583.82,USD,06/02/2023,Women's,Bioceramic,41.4,7.7,White,Rubber,Gold,50,Gorilla Glass,Automatic,80,GMT,Pre-Order,2,Switzerland
142,Omega,Dress,Speedmaster,OM33000,4643.61,USD,29/12/2023,Women's,Titanium,35.2,9.4,Blue,Rubber,Black,50,Sapphire,Automatic,70,Date,Pre-Order,4,Switzerland
143,Hamilton,Military,Khaki Field,HA37558,3778.96,USD,22/10/2021,Men's,Aluminum,32.8,9.5,Gold,Mesh Steel,Brown,100,Sapphire,Automatic,70,GMT,Limited Stock,5,USA
144,Longines,Dress,Master Collection,LO31797,1600.28,USD,21/07/2022,Unisex,Aluminum,36,11.6,Gold,Nylon,Green,100,Hardlex,Automatic,0,World Time,Pre-Order,4,Switzerland
145,Citizen,Eco-Drive,Promaster,CI91197,8720.01,USD,12/06/2023,Unisex,Resin,40,14.4,Blue,Mesh Steel,Green,300,Plastic,Solar Powered,70,Date,In Stock,1,Japan
146,Longines,Dress,Master Collection,LO34822,4056.96,USD,13/12/2021,Unisex,Bioceramic,34.5,10.2,Blue,Nylon,Silver,50,Plastic,Automatic,0,None,In Stock,2,Switzerland
147,Omega,Dress,Speedmaster,OM77072,13625.34,USD,11/03/2024,Women's,Resin,42.1,13.7,Red,Mesh Steel,Gold,100,Gorilla Glass,Automatic,60,Moonphase,Pre-Order,1,Switzerland
148,Tissot,Classic,Le Locle,TI84140,4064.09,USD,08/06/2021,Unisex,Bronze,32.5,12.4,Green,Rubber,Gold,50,Sapphire,Automatic,60,Moonphase,In Stock,2,Switzerland
149,Longines,Dress,Master Collection,LO56144,8397.63,USD,13/06/2021,Men's,Ceramic,35.7,7.8,Gold,Canvas,Silver,30,Sapphire,Automatic,70,None,Limited Stock,1,Switzerland
150,Seiko,Sports,Prospex,SE66637,14875.33,USD,17/09/2021,Women's,Titanium,43.8,13.4,Silver,Rubber,Silver,100,Hardlex,Quartz,40,Date,Pre-Order,3,Japan
151,TAG Heuer,Sports,Carrera,TA83844,14655.24,USD,09/10/2023,Men's,Bronze,41.1,14.2,Blue,Nylon,Green,300,Mineral,Automatic,70,World Time,Pre-Order,3,Switzerland
152,Rolex,Luxury,Oyster Perpetual,RO71913,2783.49,USD,05/09/2024,Unisex,Brass,41.6,8.9,Red,Canvas,Blue,100,Sapphire,Automatic,70,Moonphase,In Stock,2,Switzerland
153,Omega,Dress,Speedmaster,OM33862,2832.72,USD,08/04/2024,Men's,Brass,44.9,13.7,Black,Canvas,Blue,30,Mineral,Automatic,60,Moonphase,Pre-Order,2,Switzerland
154,Omega,Dress,Speedmaster,OM69935,8042.64,USD,09/02/2022,Women's,Brass,39.8,14.6,Green,Mesh Steel,Silver,300,Plastic,Automatic,80,Chronograph,Out of Stock,4,Switzerland
155,Seiko,Sports,Prospex,SE98563,7730.56,USD,01/01/2024,Women's,Resin,36.6,10.4,Gold,Mesh Steel,Green,300,Plastic,Quartz,0,World Time,Pre-Order,1,Japan
156,Rolex,Luxury,Oyster Perpetual,RO25555,12421.02,USD,10/11/2023,Unisex,Resin,45.8,14.3,Blue,Rubber,Blue,30,Hardlex,Automatic,70,GMT,Out of Stock,2,Switzerland
157,Garmin,Smartwatch,Fenix,GA31898,7107.45,USD,07/12/2023,Women's,Bioceramic,33.9,8.8,Silver,Canvas,Blue,200,Sapphire,Digital,70,GMT,In Stock,5,Taiwan
158,Fossil,Fashion,Gen 6,FO37809,12790.71,USD,11/03/2023,Men's,Aluminum,45.3,8.3,Black,Canvas,Red,50,Mineral,Smart,40,World Time,Out of Stock,5,USA
159,Montblanc,Luxury,1858 Geosphere,MO17264,14195.74,USD,02/02/2023,Women's,Titanium,42.8,13.6,Red,Canvas,Brown,200,Sapphire,Automatic,70,Moonphase,Out of Stock,3,Switzerland
160,Swatch,Fashion,MoonSwatch,SW29439,9872.77,USD,10/02/2025,Unisex,Stainless Steel,37.2,7.9,Blue,Rubber,Green,100,Hardlex,Quartz,0,GMT,Limited Stock,1,Switzerland
161,Seiko,Sports,Prospex,SE34951,12943.84,USD,21/07/2023,Women's,Ceramic,39.8,12.7,Red,Silicone,Green,200,Mineral,Quartz,60,None,Pre-Order,1,Japan
162,Longines,Dress,Master Collection,LO84339,4394.94,USD,22/08/2021,Women's,Ceramic,32.9,12.6,Silver,Leather,Brown,300,Gorilla Glass,Automatic,80,Chronograph,Pre-Order,4,Switzerland
163,Tissot,Classic,Le Locle,TI24711,2423.48,USD,01/09/2023,Unisex,Bioceramic,44.5,13.4,Gold,Silicone,Silver,30,Mineral,Automatic,40,None,Pre-Order,3,Switzerland
164,Omega,Dress,Speedmaster,OM98511,12393.19,USD,25/07/2021,Men's,Brass,43.3,13.4,Red,Nylon,Silver,100,Hardlex,Automatic,0,Chronograph,In Stock,1,Switzerland
165,Rolex,Luxury,Oyster Perpetual,RO80971,4300.91,USD,02/08/2020,Unisex,Bronze,33.9,10.5,Silver,Canvas,Green,200,Hardlex,Automatic,40,Chronograph,In Stock,1,Switzerland
166,Apple,Smartwatch,Watch Series,AP46412,1617.67,USD,13/07/2025,Women's,Bioceramic,35.9,12.5,Blue,Rubber,Brown,200,Hardlex,Smart,40,Date,Out of Stock,3,China
167,Rolex,Luxury,Oyster Perpetual,RO73071,8468.88,USD,29/08/2022,Women's,Titanium,40.6,11,Green,Nylon,Red,50,Mineral,Automatic,60,GMT,Pre-Order,5,Switzerland
168,Garmin,Smartwatch,Fenix,GA41184,9040.67,USD,07/02/2022,Unisex,Bioceramic,41.5,14.8,Red,Leather,Black,100,Hardlex,Digital,0,GMT,Limited Stock,1,Taiwan
169,Hublot,Luxury,Big Bang,HU79907,13024.32,USD,30/12/2021,Men's,Stainless Steel,38.2,14.8,Gray,Nylon,Silver,50,Gorilla Glass,Automatic,60,Chronograph,Out of Stock,5,Switzerland
170,Orient,Classic,Bambino,OR24328,14491.77,USD,17/05/2025,Men's,Bronze,37.2,6.8,Gray,Leather,Green,30,Hardlex,Automatic,80,GMT,In Stock,5,Japan
171,Omega,Dress,Speedmaster,OM63586,12301.92,USD,06/01/2023,Unisex,Bioceramic,41.4,11.4,Green,Silicone,Black,200,Gorilla Glass,Automatic,60,Chronograph,Pre-Order,5,Switzerland
172,Casio,Digital,G-Shock,CA23115,6789.91,USD,29/03/2023,Women's,Ceramic,36.5,9.1,Gold,Nylon,Black,30,Mineral,Digital,70,Chronograph,Pre-Order,3,Japan
173,Hublot,Luxury,Big Bang,HU82420,1076.14,USD,15/11/2021,Women's,Bioceramic,41.2,12.9,Gray,Mesh Steel,Black,300,Gorilla Glass,Automatic,40,Date,In Stock,5,Switzerland
174,Timex,Casual,Weekender,TI28212,8605.12,USD,04/01/2025,Unisex,Brass,43,9.4,Green,Mesh Steel,Red,300,Sapphire,Quartz,60,Date,Limited Stock,5,USA
175,Hublot,Luxury,Big Bang,HU33013,10597.41,USD,13/06/2022,Unisex,Bronze,40.1,10.3,Green,Nylon,Green,200,Gorilla Glass,Automatic,70,None,In Stock,3,Switzerland
176,Longines,Dress,Master Collection,LO17605,14567.67,USD,13/06/2021,Men's,Bioceramic,32.3,13.1,Silver,Silicone,Green,300,Sapphire,Automatic,70,World Time,Pre-Order,5,Switzerland
177,Hublot,Luxury,Big Bang,HU59326,8793.51,USD,11/06/2021,Unisex,Titanium,33.1,13.2,Gold,Nylon,Brown,50,Sapphire,Automatic,80,World Time,Pre-Order,2,Switzerland
178,Casio,Digital,G-Shock,CA41997,14413.47,USD,15/06/2025,Women's,Ceramic,39.1,11,White,Canvas,Blue,100,Mineral,Digital,40,None,In Stock,2,Japan
179,Casio,Digital,G-Shock,CA91384,3334.69,USD,12/09/2024,Unisex,Aluminum,32.4,7.3,White,Leather,Blue,200,Plastic,Digital,40,Chronograph,In Stock,4,Japan
180,Timex,Casual,Weekender,TI73076,2280.61,USD,11/04/2022,Unisex,Resin,35.4,12.8,Gray,Mesh Steel,Brown,300,Mineral,Quartz,40,Chronograph,Pre-Order,1,USA
181,Citizen,Eco-Drive,Promaster,CI14897,1384.07,USD,23/04/2021,Unisex,Ceramic,42.8,8.9,White,Canvas,Silver,30,Plastic,Solar Powered,80,Date,In Stock,3,Japan
182,Orient,Classic,Bambino,OR52554,10910.37,USD,09/06/2022,Unisex,Bronze,43.9,10.6,Gray,Mesh Steel,Red,30,Hardlex,Automatic,0,Moonphase,Out of Stock,4,Japan
183,Omega,Dress,Speedmaster,OM79625,8694.43,USD,06/07/2023,Women's,Ceramic,39.4,11.8,Green,Leather,Red,200,Mineral,Automatic,70,Chronograph,In Stock,5,Switzerland
184,TAG Heuer,Sports,Carrera,TA15666,9231.09,USD,15/07/2024,Unisex,Resin,39.3,14.9,Green,Canvas,Red,50,Plastic,Automatic,70,GMT,Out of Stock,3,Switzerland
185,Timex,Casual,Weekender,TI11083,8413.14,USD,15/06/2024,Men's,Brass,42.3,11.1,Gray,Canvas,Silver,100,Plastic,Quartz,0,None,Out of Stock,5,USA
186,Hamilton,Military,Khaki Field,HA33526,8682.66,USD,23/06/2021,Women's,Resin,37,12.2,Black,Leather,Blue,100,Mineral,Automatic,40,Moonphase,In Stock,4,USA
187,Casio,Digital,G-Shock,CA87021,916.21,USD,29/06/2024,Women's,Bioceramic,33.7,12.7,Silver,Silicone,Red,100,Sapphire,Digital,0,GMT,Out of Stock,5,Japan
188,Seiko,Sports,Prospex,SE50554,565.67,USD,07/01/2024,Unisex,Bioceramic,41.5,11.3,White,Nylon,Red,300,Gorilla Glass,Quartz,80,GMT,Pre-Order,5,Japan
189,Tissot,Classic,Le Locle,TI30527,9224.03,USD,20/04/2023,Women's,Brass,42.2,6.8,Gray,Nylon,Gold,100,Sapphire,Automatic,40,None,Out of Stock,5,Switzerland
190,Montblanc,Luxury,1858 Geosphere,MO88479,2916.18,USD,17/02/2023,Unisex,Brass,41.8,7.9,Silver,Canvas,Green,300,Sapphire,Automatic,0,Date,Pre-Order,3,Switzerland
191,Longines,Dress,Master Collection,LO99053,2875.66,USD,26/12/2023,Unisex,Brass,37.3,13.7,Blue,Nylon,Gold,200,Plastic,Automatic,0,GMT,Limited Stock,1,Switzerland
192,Casio,Digital,G-Shock,CA14385,505.44,USD,27/09/2024,Men's,Resin,37.5,8.9,Blue,Rubber,Brown,300,Gorilla Glass,Digital,80,World Time,Limited Stock,2,Japan
193,Fossil,Fashion,Gen 6,FO48124,10527.82,USD,13/10/2024,Unisex,Titanium,45.9,10.9,Gray,Silicone,Green,200,Sapphire,Smart,70,Moonphase,Limited Stock,5,USA
194,Citizen,Eco-Drive,Promaster,CI94069,1826.36,USD,02/09/2024,Men's,Bronze,39.3,10,Red,Silicone,Gold,50,Hardlex,Solar Powered,80,Moonphase,Out of Stock,3,Japan
195,Apple,Smartwatch,Watch Series,AP63633,13771.71,USD,03/12/2020,Men's,Brass,40.2,10.5,White,Canvas,Green,30,Hardlex,Smart,80,Moonphase,Pre-Order,1,China
196,Orient,Classic,Bambino,OR95198,11989.21,USD,23/03/2024,Men's,Bronze,34.8,13.5,Green,Leather,Green,300,Sapphire,Automatic,60,Moonphase,Pre-Order,1,Japan
197,Tissot,Classic,Le Locle,TI44704,14481.44,USD,23/11/2024,Women's,Bioceramic,39,10.5,Blue,Rubber,Silver,300,Hardlex,Automatic,60,Date,Pre-Order,3,Switzerland
198,Swatch,Fashion,MoonSwatch,SW84129,246.71,USD,23/04/2023,Women's,Bioceramic,39.8,11.6,Green,Mesh Steel,Green,50,Hardlex,Quartz,40,Date,Limited Stock,4,Switzerland
199,Seiko,Sports,Prospex,SE21266,13790.16,USD,09/02/2021,Women's,Resin,33.8,14.1,White,Silicone,Green,300,Gorilla Glass,Quartz,40,None,Limited Stock,2,Japan
200,Daniel Wellington,Minimalist,Petite,DA82054,6812.76,USD,06/11/2024,Men's,Ceramic,45.6,14.9,Red,Silicone,Blue,200,Mineral,Quartz,0,Chronograph,Pre-Order,4,Sweden
201,Fossil,Fashion,Gen 6,FO14214,4599.81,USD,20/09/2021,Unisex,Ceramic,32.2,13.4,Gray,Canvas,Black,30,Hardlex,Smart,80,Chronograph,In Stock,1,USA
202,Longines,Dress,Master Collection,LO75268,8886.01,USD,06/12/2020,Men's,Bronze,35.1,6.5,Green,Nylon,Brown,100,Mineral,Automatic,0,None,Pre-Order,4,Switzerland
203,Seiko,Sports,Prospex,SE98303,8660.88,USD,04/04/2024,Unisex,Stainless Steel,40.8,7.3,Blue,Canvas,Black,200,Sapphire,Quartz,70,Chronograph,In Stock,4,Japan
204,Hublot,Luxury,Big Bang,HU83953,7666.59,USD,16/03/2022,Unisex,Stainless Steel,34.7,10.2,Gold,Silicone,Blue,30,Plastic,Automatic,60,Chronograph,Out of Stock,3,Switzerland
205,Casio,Digital,G-Shock,CA72825,3887.79,USD,04/05/2025,Men's,Titanium,40,7.3,Black,Leather,Brown,200,Sapphire,Digital,40,Date,Out of Stock,1,Japan
206,Omega,Dress,Speedmaster,OM72218,13216.9,USD,10/11/2021,Men's,Titanium,41.9,14.2,Gold,Canvas,Gold,300,Hardlex,Automatic,80,Date,Pre-Order,1,Switzerland
207,Orient,Classic,Bambino,OR77171,1071.22,USD,21/02/2024,Men's,Bronze,43.3,14.1,Blue,Nylon,Blue,50,Plastic,Automatic,60,GMT,Limited Stock,5,Japan
208,Casio,Digital,G-Shock,CA33761,6405.05,USD,15/03/2021,Women's,Bronze,45.7,12,Green,Nylon,Blue,30,Sapphire,Digital,0,Chronograph,Limited Stock,5,Japan
209,TAG Heuer,Sports,Carrera,TA69720,7470.57,USD,03/10/2021,Women's,Bioceramic,45.4,13.7,Gold,Mesh Steel,Silver,100,Mineral,Automatic,0,Moonphase,Out of Stock,4,Switzerland
210,Casio,Digital,G-Shock,CA75958,3440.56,USD,22/07/2023,Men's,Brass,36.3,7.9,Gold,Silicone,Silver,100,Plastic,Digital,60,World Time,Out of Stock,4,Japan
211,TAG Heuer,Sports,Carrera,TA13598,14989.43,USD,11/04/2022,Women's,Brass,33.4,8.2,Silver,Nylon,Brown,30,Plastic,Automatic,0,Chronograph,Pre-Order,1,Switzerland
212,Rolex,Luxury,Oyster Perpetual,RO12858,2117.12,USD,17/04/2021,Men's,Stainless Steel,40.2,13.7,Silver,Rubber,Green,30,Gorilla Glass,Automatic,70,GMT,Pre-Order,4,Switzerland
213,Swatch,Fashion,MoonSwatch,SW18928,3266.07,USD,19/09/2021,Women's,Stainless Steel,44.2,8.8,Gold,Nylon,Brown,30,Gorilla Glass,Quartz,40,None,Pre-Order,4,Switzerland
214,Montblanc,Luxury,1858 Geosphere,MO90728,6530.87,USD,03/07/2024,Women's,Aluminum,37,13.4,Gold,Rubber,Blue,100,Mineral,Automatic,70,None,In Stock,4,Switzerland
215,Orient,Classic,Bambino,OR14168,4493.34,USD,13/10/2022,Unisex,Aluminum,39.6,13.6,Green,Rubber,Gold,100,Hardlex,Automatic,80,World Time,In Stock,1,Japan
216,Orient,Classic,Bambino,OR69319,4470.15,USD,22/07/2020,Men's,Ceramic,33.2,9.1,White,Silicone,Silver,100,Sapphire,Automatic,80,None,Limited Stock,1,Japan
217,Garmin,Smartwatch,Fenix,GA46842,8940.46,USD,27/04/2025,Men's,Ceramic,42.6,12.8,Green,Mesh Steel,Brown,30,Hardlex,Digital,80,GMT,Out of Stock,1,Taiwan
218,Timex,Casual,Weekender,TI52389,7517.66,USD,24/12/2022,Unisex,Ceramic,44.7,10.2,Silver,Leather,Green,100,Plastic,Quartz,40,GMT,In Stock,2,USA
219,Casio,Digital,G-Shock,CA20971,703.03,USD,08/11/2024,Women's,Titanium,42.7,9.5,Silver,Canvas,Green,300,Sapphire,Digital,40,World Time,Out of Stock,3,Japan
220,Fossil,Fashion,Gen 6,FO94583,10323.16,USD,30/11/2024,Unisex,Bronze,39.7,14.9,White,Silicone,Black,300,Plastic,Smart,60,None,Out of Stock,1,USA
221,Orient,Classic,Bambino,OR66571,12800.1,USD,31/07/2023,Men's,Bronze,34.6,7.7,Gray,Canvas,Green,30,Plastic,Automatic,60,None,Pre-Order,3,Japan
222,Hamilton,Military,Khaki Field,HA41744,10220.11,USD,12/08/2023,Men's,Bioceramic,34.3,11.3,Black,Mesh Steel,Red,200,Hardlex,Automatic,40,Chronograph,Pre-Order,4,USA
223,Tissot,Classic,Le Locle,TI68888,1995.01,USD,21/10/2022,Men's,Bronze,34.6,8.6,Green,Canvas,Green,30,Sapphire,Automatic,40,World Time,Limited Stock,3,Switzerland
224,Longines,Dress,Master Collection,LO38500,6037.53,USD,19/06/2024,Women's,Ceramic,33,9.6,Red,Silicone,Black,200,Gorilla Glass,Automatic,80,Chronograph,Limited Stock,1,Switzerland
225,Citizen,Eco-Drive,Promaster,CI54357,5062.35,USD,26/08/2022,Men's,Resin,37,10.9,Silver,Silicone,Green,30,Hardlex,Solar Powered,70,Date,In Stock,4,Japan
226,Garmin,Smartwatch,Fenix,GA90640,11659.87,USD,12/09/2022,Men's,Bronze,37.7,9.8,Blue,Mesh Steel,Blue,200,Sapphire,Digital,80,World Time,Limited Stock,2,Taiwan
227,Swatch,Fashion,MoonSwatch,SW75302,376.14,USD,02/08/2023,Women's,Titanium,35.5,10.3,White,Silicone,Brown,100,Hardlex,Quartz,70,Date,Limited Stock,4,Switzerland
228,Timex,Casual,Weekender,TI18163,10347.16,USD,01/12/2023,Men's,Aluminum,35.1,7.2,Black,Mesh Steel,Silver,50,Sapphire,Quartz,60,Date,Pre-Order,5,USA
229,Seiko,Sports,Prospex,SE65027,1718.18,USD,11/02/2025,Men's,Resin,40.8,8.8,Gold,Nylon,Green,50,Gorilla Glass,Quartz,70,Date,Limited Stock,2,Japan
230,Fossil,Fashion,Gen 6,FO72786,11537.42,USD,27/10/2022,Women's,Titanium,45.3,9,Green,Silicone,Gold,50,Sapphire,Smart,70,Chronograph,In Stock,5,USA
231,Timex,Casual,Weekender,TI44287,870.52,USD,28/02/2025,Men's,Ceramic,37.3,14.5,Red,Nylon,Gold,100,Sapphire,Quartz,70,Moonphase,In Stock,2,USA
232,Daniel Wellington,Minimalist,Petite,DA57224,13626.3,USD,15/10/2023,Men's,Aluminum,32.1,14.4,Green,Silicone,Gold,200,Sapphire,Quartz,40,Moonphase,In Stock,4,Sweden
233,TAG Heuer,Sports,Carrera,TA14324,1694.15,USD,28/08/2023,Men's,Titanium,36.2,12.6,Red,Canvas,Red,100,Mineral,Automatic,0,World Time,In Stock,5,Switzerland
234,Longines,Dress,Master Collection,LO18165,10385.56,USD,29/12/2022,Unisex,Brass,33.6,13.3,Silver,Silicone,Silver,30,Hardlex,Automatic,40,World Time,Limited Stock,4,Switzerland
235,Montblanc,Luxury,1858 Geosphere,MO67078,8127.33,USD,03/11/2021,Men's,Bioceramic,39.3,10.7,Black,Leather,Brown,30,Sapphire,Automatic,0,World Time,Pre-Order,5,Switzerland
236,Hamilton,Military,Khaki Field,HA27645,11178.93,USD,27/07/2024,Women's,Stainless Steel,38.1,10.1,Silver,Canvas,Green,50,Gorilla Glass,Automatic,80,Moonphase,In Stock,1,USA
237,Montblanc,Luxury,1858 Geosphere,MO82127,14957.73,USD,20/06/2023,Women's,Stainless Steel,44,14.8,Silver,Canvas,Silver,300,Mineral,Automatic,60,Chronograph,Limited Stock,4,Switzerland
238,Seiko,Sports,Prospex,SE24916,972.3,USD,05/04/2025,Unisex,Stainless Steel,38.6,11,Black,Canvas,Silver,30,Sapphire,Quartz,60,Chronograph,Limited Stock,2,Japan
239,Tissot,Classic,Le Locle,TI52920,12976.55,USD,25/06/2022,Women's,Bioceramic,45.6,14.4,Silver,Silicone,Silver,200,Plastic,Automatic,70,Moonphase,Pre-Order,2,Switzerland
240,Daniel Wellington,Minimalist,Petite,DA64261,3104.86,USD,09/09/2020,Women's,Aluminum,36.1,9.3,Gray,Nylon,Black,300,Mineral,Quartz,0,GMT,Pre-Order,2,Sweden
241,Seiko,Sports,Prospex,SE85330,13565.14,USD,28/02/2025,Men's,Brass,43.6,11.8,Green,Mesh Steel,Brown,300,Plastic,Quartz,0,World Time,Pre-Order,3,Japan
242,Citizen,Eco-Drive,Promaster,CI71500,2827.64,USD,30/09/2020,Men's,Bronze,44.4,12.3,Green,Leather,Brown,50,Plastic,Solar Powered,70,World Time,Out of Stock,5,Japan
243,Swatch,Fashion,MoonSwatch,SW85170,14622.1,USD,06/10/2020,Men's,Resin,35,12,White,Silicone,Gold,100,Gorilla Glass,Quartz,80,World Time,Pre-Order,1,Switzerland
244,Montblanc,Luxury,1858 Geosphere,MO39053,7093.07,USD,06/12/2024,Women's,Titanium,32.9,11.4,Red,Nylon,Silver,300,Gorilla Glass,Automatic,40,Moonphase,Out of Stock,5,Switzerland
245,TAG Heuer,Sports,Carrera,TA91821,7898.23,USD,24/10/2020,Women's,Stainless Steel,36.8,8.5,Blue,Canvas,Green,50,Sapphire,Automatic,70,Chronograph,In Stock,4,Switzerland
246,Tissot,Classic,Le Locle,TI51344,5576.84,USD,21/06/2025,Unisex,Stainless Steel,35.6,7.5,White,Rubber,Green,100,Sapphire,Automatic,40,Moonphase,Pre-Order,1,Switzerland
247,Citizen,Eco-Drive,Promaster,CI21950,4054.38,USD,01/06/2024,Unisex,Titanium,39,8.2,Green,Leather,Blue,200,Mineral,Solar Powered,80,None,Limited Stock,2,Japan
248,Fossil,Fashion,Gen 6,FO63271,1748.89,USD,29/11/2024,Men's,Bioceramic,34.7,14.2,Gold,Mesh Steel,Red,30,Mineral,Smart,70,None,Out of Stock,2,USA
249,Citizen,Eco-Drive,Promaster,CI56635,10896.75,USD,03/08/2022,Men's,Resin,44.5,11.4,Blue,Canvas,Brown,100,Sapphire,Solar Powered,60,Moonphase,Pre-Order,4,Japan
250,Omega,Dress,Speedmaster,OM58244,11071.37,USD,14/02/2025,Women's,Bioceramic,36,12.9,White,Rubber,Blue,30,Plastic,Automatic,60,Date,In Stock,1,Switzerland
251,Hamilton,Military,Khaki Field,HA38789,6017.07,USD,27/01/2023,Unisex,Aluminum,40.3,12.2,White,Mesh Steel,Green,50,Mineral,Automatic,40,World Time,In Stock,5,USA
252,Montblanc,Luxury,1858 Geosphere,MO14121,10640.86,USD,03/05/2021,Unisex,Aluminum,44.9,13.2,Black,Silicone,Gold,30,Plastic,Automatic,70,GMT,In Stock,2,Switzerland
253,Longines,Dress,Master Collection,LO24690,1536.14,USD,04/07/2022,Women's,Ceramic,45.7,13.4,Red,Silicone,Blue,200,Mineral,Automatic,70,World Time,Limited Stock,1,Switzerland
254,Tissot,Classic,Le Locle,TI88695,7506.86,USD,01/11/2021,Unisex,Resin,32.6,7.3,Blue,Canvas,Gold,30,Sapphire,Automatic,70,Date,Limited Stock,5,Switzerland
255,Casio,Digital,G-Shock,CA65586,6880.35,USD,22/11/2023,Women's,Bronze,33.7,11.7,Black,Mesh Steel,Silver,200,Mineral,Digital,70,Date,Pre-Order,4,Japan
256,Hublot,Luxury,Big Bang,HU56396,12255.12,USD,04/05/2021,Men's,Bioceramic,34,13.9,Green,Leather,Silver,30,Sapphire,Automatic,40,Moonphase,Out of Stock,2,Switzerland
257,Apple,Smartwatch,Watch Series,AP78338,6010.72,USD,18/05/2022,Unisex,Stainless Steel,37,7,Red,Leather,Red,100,Sapphire,Smart,0,None,Out of Stock,4,China
258,Orient,Classic,Bambino,OR25981,10312.23,USD,16/08/2020,Unisex,Ceramic,39.2,6.6,Black,Silicone,Gold,30,Gorilla Glass,Automatic,0,None,Limited Stock,3,Japan
259,Omega,Dress,Speedmaster,OM92205,635.83,USD,19/01/2024,Unisex,Titanium,35.2,12.8,Gray,Nylon,Red,30,Gorilla Glass,Automatic,60,GMT,Pre-Order,1,Switzerland
260,Citizen,Eco-Drive,Promaster,CI14396,10452.94,USD,13/01/2025,Men's,Ceramic,45.7,9.4,Silver,Nylon,Red,200,Plastic,Solar Powered,80,Moonphase,In Stock,3,Japan
261,Omega,Dress,Speedmaster,OM25173,13929.38,USD,05/12/2020,Unisex,Aluminum,35.7,10.7,Black,Rubber,Silver,100,Hardlex,Automatic,80,Date,In Stock,4,Switzerland
262,Daniel Wellington,Minimalist,Petite,DA70054,11922.92,USD,11/12/2023,Women's,Aluminum,37.8,13.7,Green,Silicone,Gold,300,Gorilla Glass,Quartz,40,Date,Limited Stock,4,Sweden
263,Hublot,Luxury,Big Bang,HU36188,12806.38,USD,09/02/2022,Unisex,Stainless Steel,43.5,12.7,Gold,Silicone,Silver,300,Sapphire,Automatic,80,Moonphase,Limited Stock,4,Switzerland
264,Hamilton,Military,Khaki Field,HA66495,2905.35,USD,02/01/2022,Women's,Brass,33.9,14,Green,Canvas,Blue,50,Plastic,Automatic,0,Date,Out of Stock,1,USA
265,Hamilton,Military,Khaki Field,HA81611,7334.89,USD,04/12/2022,Women's,Titanium,42.5,6.7,Blue,Nylon,Red,200,Hardlex,Automatic,80,Chronograph,Pre-Order,4,USA
266,Montblanc,Luxury,1858 Geosphere,MO16206,1559.42,USD,30/03/2022,Unisex,Ceramic,43.2,9.9,Gray,Rubber,Gold,50,Gorilla Glass,Automatic,80,Date,Out of Stock,2,Switzerland
267,Fossil,Fashion,Gen 6,FO23215,12526.01,USD,01/09/2022,Men's,Brass,34.3,9.1,Green,Mesh Steel,Blue,300,Plastic,Smart,70,None,Pre-Order,2,USA
268,Citizen,Eco-Drive,Promaster,CI65411,4362.31,USD,13/12/2023,Women's,Brass,41.9,7.5,Black,Canvas,Gold,200,Gorilla Glass,Solar Powered,40,Chronograph,Pre-Order,1,Japan
269,Timex,Casual,Weekender,TI61681,8729.51,USD,12/10/2024,Unisex,Bronze,39.5,14.7,Red,Canvas,Red,200,Sapphire,Quartz,60,World Time,In Stock,1,USA
270,Timex,Casual,Weekender,TI20696,7552.33,USD,09/09/2024,Unisex,Ceramic,45,6.7,Black,Canvas,Blue,300,Sapphire,Quartz,0,Date,In Stock,5,USA
271,Garmin,Smartwatch,Fenix,GA46531,14315.47,USD,26/03/2021,Women's,Brass,43.8,12,Gray,Mesh Steel,Gold,100,Gorilla Glass,Digital,80,World Time,Limited Stock,5,Taiwan
272,Longines,Dress,Master Collection,LO22735,8133.61,USD,24/10/2023,Men's,Bioceramic,40.7,12,Red,Silicone,Black,30,Sapphire,Automatic,80,None,Pre-Order,1,Switzerland
273,Omega,Dress,Speedmaster,OM52907,7174.72,USD,21/09/2024,Women's,Aluminum,44.6,13.2,Gray,Nylon,Green,200,Mineral,Automatic,60,Date,Pre-Order,3,Switzerland
274,Casio,Digital,G-Shock,CA28777,4575.1,USD,30/10/2023,Unisex,Titanium,38.3,11,White,Silicone,Black,100,Gorilla Glass,Digital,80,Chronograph,In Stock,2,Japan
